SYMBOL,29 jan 2020,30 jan 2020,31 jan 2020
TCIEXP,24.899963,5.050003,0.6500006,
TCIFINANCE,0.34999943,2.800003,1.9000015,
TCNSBRANDS,23.950012,0.0,4.449997,
TCPLPACK,4.049988,0.19999981,0.0,
TCS,36.94995,16.100006,2.550003,
TDPOWERSYS,3.350006,6.949997,31.150024,
TEAMLEASE,106.19995,10.0,14.0,
TECHIN,0.0,12.75,3.2000008,
TECHM,13.650024,40.899902,2.5999985,
TECHNOE,9.950012,0.0,5.75,
TECHNOFAB,1.8500004,2.25,0.0,
TEJASNET,4.5,23.849976,0.4499998,
TERASOFT,1.4500008,1.3999996,1.3500004,
TEXINFRA,5.5999985,60.450195,15.0,
TEXMOPIPES,0.8499994,26.850006,6.7000046,
TEXRAIL,2.7000008,24.0,0.3000002,
TFCILTD,4.5,0.5999999,2.3999977,
TFL,0.4000001,5.0,0.6000004,
TGBHOTELS,0.3499999,5.799999,1.199997,
THANGAMAYL,14.700012,2.75,2.0999985,
THEINVEST,8.949997,45.900024,23.799988,
THEJO,0.0,4.75,120.0,
THEMISMED,17.75,7.0,5.6499977,
THERMAX,17.900024,4.6500015,0.10000014,
THIRUSUGAR,0.0,0.0,0.80000114,
THOMASCOOK,2.5,15.300049,3.300003,
THOMASCOTT,0.0,0.5500002,8.350006,
THYROCARE,15.0,1.9000015,39.94995,
TI,1.6499996,7.5,7.75,
TIDEWATER,148.0,0.0,0.100000024,
TIIL,21.700012,3.75,5.950001,
TIINDIA,30.100006,33.44995,33.44995,
TIJARIA,0.5,11.200012,3.300003,
TIL,9.300003,0.0,0.35000038,
TIMESGTY,6.4000015,3.4500046,5.649994,
TIMETECHNO,1.4500008,11.299995,5.8499985,
TIMKEN,22.049988,0.0,0.3000002,
TINPLATE,3.300003,0.4000001,0.39999962,
TIPSINDLTD,9.849998,0.8500004,16.0,
TIRUMALCHM,3.3499985,16.100037,0.8500023,
TIRUPATIFL,0.0,7.699997,102.299805,
TITAN,26.300049,0.5999999,2.5499992,
TMRVL,0.4499998,5.549999,7.149994,
TNPETRO,1.8500023,0.9499998,5.25,
TNPL,5.199997,1.5999985,3.6500015,
TNTELE,0.0,3.5,2.300003,
TOKYOPLAST,2.8499985,34.950012,0.5,
TORNTPHARM,49.30005,292.0,0.0,
TORNTPOWER,4.25,4.450001,0.3000002,
TOUCHWOOD,2.449997,0.10000014,12.550018,
TPLPLASTEH,10.299988,0.80000114,0.049999982,
TRANSWIND,0.0,4.449997,0.29999924,
TREEHOUSE,0.25,12.199982,7.649994,
TREJHARA,1.0500002,59.75,24.0,
TRENT,22.0,4.5,0.5,
TRF,4.1500015,0.0,0.100000024,
TRIDENT,0.25,2.4000015,1.2000008,
TRIGYN,2.1499977,29.900024,0.09000015,
TRIL,0.5,6.850006,12.97998,
TRITURBINE,1.300003,0.35000038,53.0,
TRIVENI,1.6500015,7.100006,16.51001,
TTKHLTCARE,53.0,3.0,17.0,
TTKPRESTIG,96.8501,0.4499998,0.25,
TTL,2.0,0.0,7.449997,
TTML,0.1500001,7.8000183,0.05,
TV18BRDCST,0.69999886,2.1500015,6.8499985,
TVSELECT,6.25,124.3501,14.700012,
TVSMOTOR,9.700012,3.4500008,55.0,
TVSSRICHAK,45.849976,0.0,2.0999985,
TVTODAY,4.100006,5.600006,1.9500008,
TVVISION,0.0,4.75,0.5999985,
TWL,3.25,0.6499996,0.0,
UBL,27.0,1.2999992,37.899994,
UCALFUEL,6.5,0.6500006,1.4500008,
UCOBANK,0.19999981,0.0,0.35000038,
UFLEX,5.699997,0.35000038,33.25,
UFO,3.0,7.049988,4.199997,
UGARSUGAR,0.5,0.0,56.69995,
UJAAS,0.19999981,8.25,0.70000076,
UJJIVAN,10.0,12.25,19.550049,
UJJIVANSFB,0.95000076,0.8499985,2.0999985,
ULTRACEMCO,94.0,0.05000007,10.399994,
UMANGDAIRY,1.4000015,0.6000004,55.0,
UMESLTD,0.0,0.0,0.100000024,
UNICHEMLAB,4.949997,3.0,0.20000005,
UNIENTER,1.9000015,13.290039,1.8500061,
UNIINFO,1.0500011,15.299988,0.050000012,
UNIONBANK,0.75,12.0,0.099999905,
UNIPLY,0.8500004,0.4000001,0.049999952,
UNITECH,0.0,5.699997,0.0,
UNITEDBNK,0.10000038,0.05,0.4000001,
UNITEDTEA,10.700012,5.5,12.950005,
UNITY,0.049999982,22.25,137.5,
UNIVASTU,0.0,102.70001,20.549988,
UNIVCABLES,8.399994,2.5999985,3.3499985,
UPL,8.850037,2.8999977,0.1500001,
URAVI,0.1000061,0.6500015,16.0,
URJA,0.05000007,0.049999952,0.8999996,
USHAMART,1.4500008,20.450012,12.75,
UTIFEFRGR4,0.0,0.0,0.25,
UTINEXT50,5.049988,1.0999985,0.05,
UTINIFTETF,54.890015,0.099999905,2.0,
UTISENSETF,14.97998,69.0,8.649994,
UTISXN50,3.600006,0.0,8.300003,
UTTAMSTL,0.3499999,3.5999908,0.050000012,
UTTAMSUGAR,6.100006,61.0,0.5,
UVSL,0.05,0.94999886,2.9500008,
V2RETAIL,7.949997,28.949951,45.0,
VADILALIND,17.0,2.3499985,43.94995,
VAIBHAVGBL,25.5,11.0,18.0,
VAISHALI,1.5,33.0,7.600006,
VAKRANGEE,3.25,0.100000024,0.0,
VARDHACRLC,1.1000023,0.0,9.800003,
VARDMNPOLY,0.099999905,2.699997,86.5,
VARROC,10.650024,0.050000012,49.75,
VASA,0.05000019,0.1500001,59.0,
VASCONEQ,1.5,0.1500001,12.0,
VASWANI,0.25,0.0,144.0,
VBL,56.149963,0.75,3.0,
VCL,3.0,0.25,0.0,
VEDL,3.5,7.7000046,7.050003,
VENKEYS,33.0,55.05005,1.1499996,
VENUSREM,1.0,37.799988,25.099976,
VERTOZ,0.0,1.550003,2.3999996,
VESUVIUS,23.400024,0.0,5.699997,
VETO,3.5,18.899994,3.5999985,
VGUARD,3.699997,1.0,1.699997,
VHL,18.949951,9.399994,1.5,
VICEROY,0.100000024,0.3000002,119.8999,
VIDEOIND,0.0,0.05,12.25,
VIDHIING,1.949997,9.699997,22.950012,
VIJIFIN,0.099999994,3.800003,47.75,
VIKASECO,0.10000014,3.149994,2.5,
VIKASMCORP,0.20000005,0.099999994,1.4499989,
VIKASPROP,0.0,0.6999998,4.149994,
VIKASWSP,0.5999999,1.9000015,17.549988,
VIMALOIL,0.20000005,49.900024,10.600006,
VIMTALABS,3.0499954,45.25,0.0,
VINATIORGA,73.8999,16.449951,5.550003,
VINDHYATEL,21.5,12.0,3.0,
VINYLINDIA,3.75,7.7999954,3.5,
VIPCLOTHNG,0.3499999,124.0,1.4500008,
VIPIND,6.649994,52.94995,1.5,
VIPULLTD,1.7000008,59.950012,5.6999817,
VISAKAIND,4.950012,6.5,0.05000019,
VISASTEEL,0.2999997,95.3999,1.1999989,
VISESHINFO,0.05,2.8499985,0.14999962,
VISHAL,0.0,0.8999996,0.0,
VISHNU,7.199997,6.5,2.9000015,
VISHWARAJ,3.8499985,1.3500004,4.0,
VIVIDHA,0.099999994,16.600006,2.5,
VIVIMEDLAB,0.5999994,2.2000008,0.0,
VLSFINANCE,1.7000008,9.150009,4.0,
VMART,68.0,3.75,1.6000004,
VOLTAMP,25.75,4.0,2.949997,
VOLTAS,13.800049,2.7999992,4.9000015,
VRLLOG,8.700012,136.0,2.6500015,
VSSL,7.449997,19.899994,60.0,
